"...1","Maximum value","Latitude","Longitude","M","Z","Singular_mean","Overall_mean","Singular_max","Overall_max","Area"
1930,103.599998474121,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1931,60.5,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1933,32.2999992370605,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1934,67.3000030517578,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1935,240.300003051758,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1936,105.400001525879,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1937,69.3000030517578,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1938,56.4000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1939,81.8000030517578,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1940,161.300003051758,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1941,71.5999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1942,71.4000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1943,135.399993896484,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1944,53.2999992370605,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1945,65,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1946,73.1999969482422,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1947,150.600006103516,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1948,146.300003051758,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1949,99.5999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1950,63.2999992370605,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1951,63.7999992370605,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
