"...1","Maximum value","Latitude","Longitude","M","Z","Singular_mean","Overall_mean","Singular_max","Overall_max"
1902,93,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1903,256.5,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1904,73.1999969482422,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1905,75.4000015258789,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1906,222.300003051758,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1907,82.5999984741211,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1908,103.099998474121,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1909,53.2999992370605,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1910,74.4000015258789,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1911,127,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1912,152.399993896484,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1913,146.100006103516,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1914,93.5,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1915,98,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1916,97,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1917,73.1999969482422,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1918,276.899993896484,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1919,115.099998474121,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1920,123.400001525879,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1921,95.3000030517578,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1922,48.7999992370605,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1923,134.100006103516,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1924,66.5,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1925,79.5,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1926,98.5999984741211,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1927,84.8000030517578,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1928,108,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1929,94,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1930,179.100006103516,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1931,194.600006103516,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1932,224.800003051758,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1933,78.1999969482422,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1934,122.900001525879,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1935,155.699996948242,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1936,88.9000015258789,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1937,88.9000015258789,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1938,130,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1939,178.800003051758,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1940,118.900001525879,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1941,138.699996948242,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1942,88.0999984741211,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1943,93,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1944,78.6999969482422,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1945,147.800003051758,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1946,100.300003051758,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1947,65.3000030517578,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1948,94.5,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1949,77,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1950,133.100006103516,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1951,65.8000030517578,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1952,103.400001525879,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1953,150.100006103516,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1954,363.700012207031,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1955,186.899993896484,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1956,112,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1957,114.300003051758,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1958,132.199996948242,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1959,180,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1960,93.3000030517578,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1961,78.0999984741211,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1963,192.600006103516,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1964,130,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1965,78,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1966,99,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1967,178,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1968,72,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1969,134,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
1970,184,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
